Pokemon,Description
MewMyū(ミュウ)(0151),"This mythical Pokémon is so rare, only a few experts worldwide have found it, though a growing number of people have reportedly seen it recently. It apparently originates from South America. It is said that it appears only to those who have a true heart and a strong passion to see it. Its DNA is said to contain the genetic code of every Pokémon and every move. Because of this, many scientists believe that it is the ancestor of all Pokémon. Its fine, small, and delicate hairs can be viewed with a microscope. It is capable of turning invisible at will so that people are unaware of its presence. It is considered one of the original progenitor Pokémon, as all Pokémon are said to have descended from Mew."
MissingNo.Ketsuban(けつばん)(000[nb 9]),"Anerror handlerwhose name stands for ""Missing Number"", it was created to handle attempts at accessing data for nonexistent Pokémon within the game, appearing instead.[106][107]However, due to a bug, it was available for players to encounter in certain circumstances. This particularglitchhas been regarded as one of the most popular in video game history.[108]"
ChikoritaChikorita(チコリータ)(0152),"Chikorita is aquadrupedreptilianPokémon,[31]who acts as one of the first Pokémon the player can obtain inPokémon GoldandSilver.[32]It has a large leaf on the top of its head,[31]which it uses as a means to measure the humidity and temperature of its surroundings.[33]Chikorita's name may be a combination of thechicoryplant,[31][34]as well as the Spanishsuffixfor something that is small, ""-ita"".[35]Bayleef is the evolution of Chikorita. Bayleef may be based on abrontosaurus.[36]Bayleef's name may originate from thebay leaf, a part of thebay laurel.[35]In the Spaceworld demo, it was discovered that Bayleef was originally a Pokémon called Hanamogura, meaning ""plant mole"" in Japanese. The design itself features a large flower, resembling alotus blossom.[27]In thePokémonanimeseasonPokémon: The Johto Journeys, Chikorita is one ofAsh Ketchum's Pokémon, which eventually evolves into a Bayleef.[37][38]Meganium is adinosaur-like Pokémon that evolves from Bayleef.[39]Meganium resembles asauropod, with a large pink flower around its long neck[40]andstamen-like antennae.[41]Meganium's name is a combination of the word ""mega"" and thegeraniumflower.[35]The Pokémon was used heavily to promoteNew Pokémon Snap, in which it appears as one of its ""boss battles"".[42]"
BayleefBayleef(ベイリーフ)(0153),Meganium (#154)
MeganiumMeganium(メガニウム)(0154),—
CyndaquilHinoarashi(ヒノアラシ)(0155),"Cyndaquil is ashrew-like Pokémon,[43]though it has also been considered similar to theanteater,porcupine, andechidna,[44]who has flames spouting from its rear end.[43]It acts as one of the first Pokémon the player can obtain inPokémon GoldandSilver,[32]as well as inPokémon Legends: Arceus.[44]Cyndaquil does not always have flames spouting from its rear end, and only unleashes them when it believes itself to be in danger; it is an otherwise timid Pokémon.[44]Cyndaquil evolves into Quilava, who has flames coming out of its head and back.[41][45]Cyndaquil's name comes from the words ""cinder"" and ""quill"", Quilava's comes from the words ""quill"" and ""lava"".[35]Quilava's English name was coined by localizer Jeff Kalles, who named it due to a desire fromThe Pokémon CompanyandNintendoto have a Pokémon with a name beginning with every letter of the alphabet, with Quilava filling the Q role.[46][47]In thePokémonanime, a Cyndaquil is captured by protagonist Ash Ketchum and acts as a recurring character in the series.[48]Ash's Cyndaquil evolves into a Quilava as the series progresses.[48]Typhlosion is Cyndaquil's final form and is a much more intimidating Pokémon than its prior forms.[49]Typhlosion has been referred to as bothmouse-like,[50]hedgehog-like[51]andbadger-like.[52]It has a collar of fire around its neck.[50]Typhlosion's name comes from the words ""typhoon"" and ""explosion"".[35]Typhlosion has another form, namedHisuian Typhlosion, that was introduced inPokémon Legends: Arceus.[53][54][55]Following an information leak, an unpublished story depicting Typhlosion standing in for the badgerMujinain its respective tale from Japanese folklore was made public. Due to the leak depicting Typhlosion having romantic relations with a girl, it caused aninternet memewithin in thePokémoncommunity.[52][56]"
QuilavaMagumarashi(マグマラシ)(0156),Typhlosion (#157)
TyphlosionBakufūn(バクフーン)(0157),—
TotodileWaninoko(ワニノコ)(0158),"Totodile, Croconaw, and Feraligatr arecrocodile-like Pokémon.[57]Totodile is one of the first Pokémon available inPokémon GoldandSilver, and is classified as one of the games' ""starters"" as a result.[57]Totodile evolves into Croconaw. Whilst retaining the crocodile design, Croconaw's design is also influenced bycavemen.[41]Croconaw subsequently evolves into Feraligatr.[57]Feraligatr are typically depicted as bipedal, as well as displaying a temper and brutish strength.[58]Totodile's English name comes from the words ""tot"" and ""crocodile"", Croconaw's comes from the words ""crocodile"" and ""gnaw"", and Feraligatr's comes from the words ""feral"" and ""alligator"".[35]The ten character limit ofGoldandSilverresulted in Feraligatr's name being shortened from ""Feraligator"" to ""Feraligatr"".[59]A Totodile appeared in thePokémonanime series, where it is used by protagonist Ash Ketchum. It primarily serves in a comic relief role in the series.[60]"
CroconawArigeitsu(アリゲイツ)(0159),Feraligatr (#160)
FeraligatrŌdairu(オーダイル)(0160),—
SentretOtachi(オタチ)(0161),"Sentret is asquirrel-like Pokémon.[61]It uses its tail to stand on and bounce around with.[61][62]Sentret's name is combination of ""sentry"" and ""ferret"".[35]Sentret evolves into Furret, a ferret-like Pokémon.[63]Like Sentret, Furret has a long tail, which it uses to wrap its babies around them to put them to sleep.[64]Furret's name appears to be a combination of ""fur"" and ""ferret"".[35]Furret became popular among fans due to aYouTubevideo of the Pokémon walking set to the theme of Accumula Town fromPokémon BlackandWhite, which caused the creation ofmemesbased on Furret.[65]"
FurretŌtachi(オオタチ)(0162),—
HoothootHōhō(ホーホー)(0163),"Hoothoot is anowl-like Pokémon. Due to it beingnocturnal, it can only appear to trainers at night, withIGNsuggesting this to be a way to demonstrate the day and night system introduced inPokémon GoldandSilver.[66]Hoothoot is usually seen balancing on one foot.[67]When creating this Pokémon,Ken Sugimoristated that the inspiration for Hoothoot being on one foot was from seeing his own pet bird standing on one leg.[68]Noctowl is the evolution of Hoothoot.[66]In thePokémonanime, Ash caught ashiny variantof Noctowl, which was colored gold rather than the Pokémon's typical brown coloring.[69]In the Spaceworld demo, Hoothoot had a different evolution that was scrapped in favor of Noctowl.[70]Hoothoot's name derives from theonomatopoeiafor the sound owls make. Meanwhile, Noctowl's name is a combination of ""nocturnal"" and ""owl"".[35]"
NoctowlYorunozuku(ヨルノズク)(0164),—
LedybaLedyba(レディバ)(0165),"Ledyba is aladybug-like Pokémon. Ledyba has blue legs alongside a dark orange/red shell, which displays five black spots.[71]It createsaromatic fluidfrom its leg joints, which it alters to convey its feelings with fellow Ledyba. Ledyba huddle together for warmth in the winter. Ledyba evolves into Ledian;[72]a larger, red, bipedal ladybug-like Pokémon. Ledian sleep inside large leaves in forests during the daytime.[71]The Ledyba evolutionary line is seemingly based on either thecoccinella quinquepunctataor theharmonia axyridis. Both Ledyba and Ledian's appearances differ slightly depending on gender, with females having shorter antennae than males.[71]Their names derive from the word ""ladybug"".[35]"
LedianLedian(レディアン)(0166),—
SpinarakItomaru(イトマル)(0167),"Spinarak is aspider-like Pokémon. It has a green body with pinkpincers.[73]InGoldandSilver, Spinarak was originally a purple color, but was changed inPokémon Crystalto its current green design,[74]with its purple coloring being changed to the colors used for Spinarak'sshinyform.[73]TheGamerbelieved the purple coloring inGoldandSilverto be due to an artistic choice, with it being how Spinarak would look in the shadows or during the night time, which is typically when Spinarak appeared.[74]Spinarak has a large face on its back, which will smile when trainers feed or pet the Spinarak.[75]Spinarak is based on thetheridion grallator,[71]with its name being a combination on the words ""spinneret"" and ""arachnid"".[35]Spinarak evolves into Ariados. Ariados is a multi-colored, spider-like Pokémon,[76]seemingly based on thejumping spider.[71]Ariados typically grabs its prey and attach them withsilk, before letting the prey escape. It will use the silk to track the prey and lead it the prey's companions. Ariados also traps its prey inwebbingand will drink their blood whenever it gets thirsty.[77]Ariados's name is combination of the words ""arachnid"" and ""dos"" (Spanish for ""two"").[35]"
AriadosAriados(アリアドス)(0168),—
CrobatCrobat(クロバット)(0169),"Crobat is abat-like Pokémon and is the evolution of afirst generationPokémon,Golbat, by having a good friendship with its trainer. Crobat has two pairs of wings,[78]appearing in the shape of an X,[79]with its hind pair being used to help the Pokémon fly fast. These wings were developed from its previous evolution's legs. Crobat has the ability to alternate between which pair of wings it uses, enabling it to fly for long distances.[78]Crobat is dependent on drinking blood, as even a short time without blood consumption can lead to weakness and an inability to fly.[80]Crobat's name is a combination of the words ""cross"" and ""bat"".[35]"
ChinchouChonchī(チョンチー)(0170),"Chinchou and Lanturn are Pokémon based onanglerfish,[81][82]specifically thefootballfish.[83][84]Chinchou has yellow eyes with black crosses for pupils. It has two antennae that glow at the tips, which it uses to help see when swimming in deep oceans. Chinchou's name originates for the Japanese word forlantern, ""chochin"".[35]Chinchou evolves into Lanturn.[85]Similar to Chinchou, Lanturn has large round eyes with two balls of light on the end of horns that extend from its head. The Pokémon is known to compete for food at 5 kilometres (3.1 mi) below the ocean againstLumineon. It is stated in the Pokédex that Lanturn's light can reach all the way to the surface, which if calculated, would be around 5.6e+52 (48 zeros) times brighter than theuniverse.[86]Competitively, Lanturn is a popular choice in thePokémon GOcompetitive scene.[87]Lanturn's name stems from the word ""lantern"".[35]"
LanturnLanturn(ランターン)(0171),—
PichuPichu(ピチュー)(0172),"Pichu is a baby Pokémon, and is the pre-evolved form of series mascotPikachu.[88]Pichu was created byKen Sugimoriin an attempt to replicate the success of Pikachu,[89]with further discussion leading to Pichu's design being ironed out, eventually resulting in Pichu being created as a pre-evolved form of Pikachu.[90]It is a favorite of series composer and developerJunichi Masudaas a result of the development process behind Pichu.[89][90]Pichu is a small, yellow Pokémon, greatly resembling Pikachu.[88]Pichu has a smaller body and larger head than Pikachu, with large ears, a small tail, and a patch of fur around its collar.[91]Its name hails from the words ""pika"" and ""chu"".[35]Pichu are more playful than Pikachu, and struggle to contain their ability to control electricity.[91]In the beta ofPokémon GoldandSilver,Pichu was rounder, appearing more ball-like, with shorter limbs and pointy ears.[92][93]Several alternate forms of Pichu appear in the series, such as a ""Spiky-Eared"" Pichu that appears inPokémon HeartGoldandSoulSilver,[94]and a ukelele-playing Pichu that appears in the 2010 spin-off gamePokémon Ranger: Guardian Signs.[95]Pichu also appears in the crossover fighting game seriesSuper Smash Bros.Pichu originally debuted inSuper Smash Bros. Melee, where it played similarly to Pikachu, but damaged itself with its attacks and was easier to KO. It was considered a ""joke character"" in that game due to its weak fighting abilities, but its reappearance inSuper Smash Bros. Ultimatesignificantly buffed the character, making it substantially stronger inthe game's competitive scene.[96]"
CleffaPī(ピィ)(0173),"Cleffa is a baby Pokémon and pre-evolution of first generation PokémonClefairy. Cleffa is pink and star-shaped.[97][98]In the Spaceworld demo, Cleffa originally had a slightly altered appearance, having an antenna protruding from its head. It is anextraterrestrialspecies, originating either fromthe moonorouter space.[99][100]Groups of Cleffa dance in rings on nights filled withshooting starsuntil dawn, which is seen as a sign of good luck.[99][101]Cleffa's name is in reference to amusical clef.[35]"
IgglybuffPupurin(ププリン)(0174),"Igglybuff is a baby Pokémon and the pre-evolution of first generation PokémonJigglypuff. Igglybuff has a pink, round, elastic body.[97]Igglybuff, as well as the rest of its evolutionary line, are capable of being picked up and blown away by the wind.[102]They like to sing; unlike Jigglypuff, Igglybuff are not capable of knocking people unconscious with their voice yet.[103]Igglybuff's English name is a combination of ""jiggly"" and ""buff"".[35]"
TogepiTogepi(トゲピー)(0175),"Togepi is an egg-like Pokémon.[104]It evolves into Togetic, which gains the ability to fly.[105]Togepi first appeared in thePokémonanimeprior to its release in the video games, where it was raised by the characterMisty.[106]In the games, it can be obtained and hatched from an egg.[107]Togepi was the first Pokémon made available from Pokémon eggs in the series, and its egg features a unique design in the anime not seen in the games.[108]Togepi's English name hails from the words ""toge"" (meaning spike) and ""pi"" (meaning peep). Togetic's name hails from ""toge"" and ""tic"", a sound made by a bird.[35]An evolution of Togetic, namedTogekiss, was introduced inPokémon DiamondandPearl.[109]"
TogeticTogechikku(トゲチック)(0176),Togekiss (#468)
NatuNeiti(ネイティ)(0177),"Natu is abird-like Pokémon. Natu has a small green body,[110]and is incapable of flight.[111]Natu is potentially based on thekiwi, with a design inspired byNative Americans.[112]Xatu is Natu's evolution. Xatu useslevitationas a form of modified flight.[113]Xatu has the ability to see in time to both the past and future. Whilst never having the desire to change the future, it remains motionless due to fearing the future it sees.[114]Xatu is based on thecondor, with a design inspired bytotem poles.[115]A scrapped evolutionary stage between Natu and Xatu was discovered in an early 1997 build ofGoldandSilver.[30]Natu and Xatu's names derive from ""Atu"", a man inSamoan mythologyas being the first man of theSamoans.[35]According toGoldandSilver's English translator, Jeff Kalles, Xatu's name also derives from ""Xat"",[116]a carved totem pole acting as a memorial for the dead in certain Native American civilizations inWestern North America."
XatuNeitio(ネイティオ)(0178),—
MareepMerīpu(メリープ)(0179),"Mareep is asheep-like Pokémon. It has blue skin and a yellowwoolly fleece.[117]Mareep's wool grows at a constant rate, re-growing completely in a week after being sheared.[118]The fleece also generatesstatic electricity,[119][120]which causes thelightbulbon the tip of its tail to shine the more static electricity is charged.[121]The static also doubles the volume of Mareep's wool.[122]Due to the wool being rather soft, it is often used to make clothing with in-universe, though aprocessoris incorporated into the clothing to remove the build up of static.[119][120][121]The concept for an electric sheep Pokémon may derive from the title ofscience fictionnovel ""Do Androids Dream of Electric Sheep?"".[121][123][124]Mareep's name is an anagram for the unit ofelectric current""ampere"";[121]as well as being a portmanteau of ""Mary"", the titular character from thenursery rhyme""Mary Had a Little Lamb"", and ""sheep"".[35][120]Flaafy is the evolution of Mareep. It is pink and fluffy,[125]with a blue orb at the end of their tails that they use as aconductor.[126]Due to storing too much electricity, it starts to lose wool and develop patches where wool cannot grow,[122]leaving only wool around its neck and head.[127]Flaaffy's English name is a combination of ""fluffy"" and ""baa"", the onomatopoeia of the noise sheep make.[35]Flaaffy evolves into Ampharos. Ampharos, a bipedal electric sheep,[128]are primarily yellow with black stripes, with the stripes resembling rings.[9]The orb on its tail acts like abeacon, being able to guide people using its light from far away.[129][122]In-universe, this light can even be seen from space, with people using this light for various purposes; such as sending signals,[130]as well as poweringlighthouses.[131]Ampharos is likely inspired by thePharos of Alexandria, with part of Ampharos' name also originating from the lighthouse.[132]Its name also combines the words ""pharaoh"" and ""ampere"".[35]Its Japanese name, Denryū, is a combination of ""den"" (Japanese for electricity) and ""ryū"" (Japanese forcurrentanddragon).[128]The dragon origins are explored further inPokémon XandY, where Ampharos canmega evolveand gain the Dragon type due to the process reawakening long dormant dragon genes.[130][133][130]In 2024, as part of an agreement betweenThe Pokémon Companyand theNagasaki Prefecture, Ampharos was named ""Nagasaki Future Support Pokémon"", acting as a way to support the prefecture and increase tourism.[134][135]"
FlaaffyMokoko(モココ)(0180),Ampharos (#181)
AmpharosDenryū(デンリュウ)(0181),Mega Evolution
BellossomKireihana(キレイハナ)(0182),"Bellossom is a flower-like Pokémon and an alternate evolution ofGloom, which can also evolve intoVileplume.[136]Bellossom was initially designed with dark blue skin, similar to the rest of its evolutionary line. However, this was changed to green skin to avoid association withblackface.[137]Alongside green skin, Bellossom has flowers on its head and askirt made of leaves.[138]Depending on how smelly a Gloom is when evolving, a Bellossom's flowers grow more beautifully than usual. When going to sleep, Bellossom closes its petals.[139]The skirt has changed colors multiple times between games; initially designed as pink, then red, before sticking with a green and yellow design.[74]Due to its skirt, Bellossom is likely based onhula girls.[138][140]Bellossom's English name is a combination of ""bell"" and ""blossom"".[35]"
MarillMarill(マリル)(0183),"Marill and Azumarill are a pair of Pokémon. Marill evolves into Azumarill. Marill resembles a mouse, while Azumarill more greatly resembles a rabbit.[141]During development ofGoldandSilver, Marill's sprite was depicted with a dark pink and light purple color scheme.[137]Marill's name hails from the words ""marine"" and ""rill"" while Azumarill's hails from the same words, as well as the Spanish word for blue, azul.[35]A pre-evolution to Marill, namedAzurill, debuted in sequel gamesPokémon RubyandSapphire.[142]Maril appeared in thePokémonanime prior to its appearance in the games. As a result, urban legends and rumors sprung up, which stated that Marill was a Pokémon named ""Pikablu"", named as such due to its resemblance to series mascot Pikachu, that players could obtain in the gamesPokémon RedandBluethrough several outlandish means.[143][144]The Pikablu rumors became widespread enough that the name appeared on an officialToppstrading card for the series.[145]"
AzumarillMariruri(マリルリ)(0184),—
SudowoodoUsokkī(ウソッキー)(0185),"Sudowoodo is a Pokémon species thatmimicsthe appearance of a tree, causing it to be mistaken for a Grass type.[146][147]Sudowoodo is primarily brown, with green spheres on its hands.[148][149]It likes to surround itself and blend in with real trees,[129]rarely moving unless it believes people realize its faking being a tree, or if it gets caught in the rain.[150][102]In-universe, Sudowoodo is popular with the elderly, even having a magazine dedicated to it.[146][150]Sudowoodo tends to stand in the middle of paths, blocking people trying to get past. Designed by Ken Sugimori, he stated that a scenario writer wrote the concept of Sudowoodo blocking paths after Sugimori made its illustration and wanted to make use of its characteristics.[151]The Pokémon may be based onpetrified wood.[31]Sudowoodo's name is taken from the words ""pseudo"" and ""wood"".[35]Its Japanese name is taken from the words ""Usokki"" (meaning ""fake tree"") and ""Usotsuki"" (meaning ""liar"").[152]Sudowoodo is the evolved form ofBonsly.[31][148]"
PolitoedNyorotono(ニョロトノ)(0186),"Politoed is afrog-like Pokémon. Politoed is an alternate evolution ofPoliwhirl, which can also evolve intoPoliwrath.[153]Politoed is green and yellow as opposed to thePoliwagevolutionary line's blue and white appearance, although Politoed retrains the line's signature spiral pattern on its belly.[154]The Pokémon can be found around lakes and rivers; Politoed's croaks sound more like yells, which become amplified in groups. This croaking is done by Politoed to claim territory.[155]Politoed's design may be based ontree frogs.[51]In the Spaceworld demo, Politoed had a slightly different design. The Pokémon was larger, had orange knee pads and a yellow circular pattern on its belly.[156]Politoed's name is a combination of ""polliwog"" and ""toad"".[35]In real life, a species of tree frog was named after Politoed, dubbed parapharyngodon politoedi.[157]"
HoppipHanekko(ハネッコ)(0187),"Hoppip, Skiploom and Jumpluff aredandelion-like Pokémon.[158]Hoppip is round and pink,[159]with leaves growing from its head that allows it to fly.[160]Its English name is a combination of ""hop"" and ""pip"".[35]Hoppip and its evolutionary line are able to be blown away and carried over large distances by strong winds.[102]Skiploom is the evolution to Hoppip. Skiploom is round and green,[159]with a spinning flower on top its head making it able to fly.[161][162]Its English name is a combination of ""skip"" and ""bloom"".[35]Skiploom evolves into Jumpluff. Jumpluff is round and blue,[159]possessing limbs ofcotton sporeson its head and sides.[163]When being carried by seasonal winds, Jumpluff scatter these spores across the globe, which can cause itchiness and coughing if inhaled. If the spores run out, the Jumpluff's life will end.[164]Its name is a combination of ""jump"" and ""fluff"".[35]The idea of the Hoppip line is meant to demonstrate the idea of howpollenand seeds spread via the air.[165]Additionally, the line is based on the stages of a dandelion; Hoppip resembling the leaves, Skiploom resembling the flower and Jumpluff resembling the seedheads.[158]The line's names were partially created by English translator for the Pokémon series, Nob Ogasawara, with the first half of their names being a reference to theidiom""hop, skip, and a jump"".[166]"
SkiploomPopokko(ポポッコ)(0188),Jumpluff (#189)
JumpluffWatakko(ワタッコ)(0189),—
AipomEipam(エイパム)(0190),"Aipom is amonkey-like Pokémon. Aipom is purple with a tuft of hair on its head, which changes size depending on its gender.[167]Aipom has a large, three-fingered hand on the end of its tail.[168][169]It uses this hand to stand on, climb trees,[168]pick fruit and perform pranks.[170]Comparatively, Aipom is quite clumsy with its actual hands.[171]It also has large eyes and a large grin.[168][172]Aipom is described as being mischievous,[169]enjoying playing pranks. It is also known to jump on and eatBounsweet.[170]InPokémon DiamondandPearlintroduced an evolution of Aipom namedAmbipom.[171][173]Aipom has appeared in thePokémonanime; being caught by Ash inPokémon: Battle Frontierand later traded to his friendDawninPokémon: Diamond and Pearl, which would later evolve into an Ambipom.[174]Alongside monkeys, Aipom is likely based on theMexican mythologicalcreatureAhuizotl. Aipom's hand tail may be based on monkeys' tails beingprehensive.[175]Aipom's name is a combination of ""ape"", ""palm"" andpom pom"".[35]"
SunkernHimanattsu(ヒマナッツ)(0191),"Sunkern issunflower seed-like Pokémon.[176]It is yellow with black stripes and asproutgrowing atop its head.[177][178]Sunkern is one of the weakest Pokémon in the franchise, with its only means of defense being to shake its leaves at attackers.[179]Sunkern's name may be a combination of ""sunflower"" and ""kernel"".[35]Using an item called a ""Sun Stone"", Sunkern evolves into Sunflora, a bipedal Pokémon resembling asunflower.[178]Sunflora follows the sun, using sunlight to become active and lively. Conversely, it becomes sleepy at night due to the lack of sun.[180]In 2023, Sunflora was featured in a collaboration betweenThe Pokémon Companyand theVan Gogh Museum, being used in a parody of a painting inVincent van Gogh'sSunflowers series.[181][182]Sunflora's name is a combination of ""sunflower"" and ""flora"".[35]"
SunfloraKimawari(キマワリ)(0192),—
YanmaYanyanma(ヤンヤンマ)(0193),"Yanma is adragonfly-like Pokémon. Yanma is depicted as red,[71]with four wings and large eyes. Yanma is often found inswampandwoodlandareas,[183]living near bodies of water hunting for food. Yanma is seemingly based off theerythrodiplaxgenus of thelibellulidaefamily.[71]Yanma's name derives from the Japanese word for ""[big] dragonfly"", ""yanma"" (蜻蜓).[35]Pokémon DiamondandPearlintroduced an evolution of Yanma calledYanmega.[184]"
WooperWooper(ウパー)(0194),"Wooper is an axolotl-esque Pokémon, with its name coming from the term ""wooper looper"", a Japanese term used to describe pet axolotls.[185]In the games' beta, Wooper had a much larger, plumper design. This Wooper design became aninternet memeas a result of its appearance.[186]Wooper has historically been used as a meme in thePokémonfandom due to its design.[187]An alternate form of Wooper, namedPaldean Wooper, debuted inPokémon ScarletandViolet.[188]Wooper evolves into Quagsire. Quagsire resembles agiant salamander.[189]Its name hails from a combination of the words ""quagmire"" and ""sire"".[35]InScarletandViolet, Paldean Wooper instead evolves into a different Pokémon that greatly resembles Quagsire namedClodsire.[190]"
QuagsireNuō(ヌオー)(0195),—
EspeonĒfi(エーフィ)(0196),"Espeon and Umbreon are evolutions ofEevee.[191][192]Espeon greatly resembles a cat, and has a split tail. It primarily utilizes in Psychic attacks,[191]and can predict incoming threats.[58]Its design may be associated with the mythological creaturesCarbuncleandNekomata.[193]Espeon's English name hails from the words ""ESP"" and ""eon"", while Umbreon's hails from the words ""umbra"" and ""eon"".[35]Umbreon is a creature likely based on afennec fox,[51]with rings on its body that glow in moonlight. Its design may be associated with Egyptian sculptures ofBastetandAnubis, the god of the moonKhonsu, and the legend of themoon rabbit.[194]Together, Espeon and Umbreon represent either side of theyin and yangphilosophical concept.[193]Umbreon was originally designed as a Poison-type Pokémon, but was changed to Dark as the new type was implemented.[9]Espeon and Umbreon were both designed byAtsuko Nishida, who aimed to give Espeon a ""mysterious"" design to emphasize its Psychic type. Umbreon's color palette was not decided during development, which worked under the assumption of using monochrome sprites.Ken Sugimoridesigned Umbreon's color scheme.[195]"
UmbreonBlacky(ブラッキー)(0197),—
MurkrowYamikarasu(ヤミカラス)(0198),"Murkrow is acrow-like Pokémon. Murkrow is small and colored black.[175][196][197]Murkow is considered an omen of misfortune; it is known to steal object that sparkle such asjewellery.[198][199]Murkrow's design is partly based onEuropean witches;[199]having a head in the shape of awitch hat[200]and a tail akin to a broom, giving the appearance of awitchin-flight. Murkrow may also be based on thecarrion crowdue to a similar shape and color; as well as theyellow-billed choughdue to a similar yellowbilland feet.[199]Whilst not considered strong in battle when introduced,[196]Murkrow became a popular top tier inScarletandViolet'scompetitive scenedue to the Pokémon's in-battle ability.[197][201]In Japanese, Murkow's name (Yamikarasu) is a combination of the words ""yami"" (dark) and ""karasu"" (crow).[175][199]Its English name is a combination of ""murky"", ""murder"" (a group of crows) and ""crow"".[35][199]Pokémon DiamondandPearlintroduced an evolution to Murkrow calledHonchkrow.[202]"
SlowkingYadoking(ヤドキング)(0199),"Slowking is an evolution ofSlowpoke,[203]which resembles a hybrid of a salamander and a hippopotamus.[204]Unlike Slowpoke's other evolution,Slowbro, which evolves when the PokémonShellderbites on its tail,[204]the Shellder has bitten the Slowpoke's head, resulting in its evolution into Slowking.[205]Slowking's English name hails from the words ""slow"" and ""king"".[35]Slowking debuted in the moviePokémon the Movie 2000,[206]where it is capable of speaking the human language.[207]Pokémon SwordandShielddebuted a regional variant of Slowking namedGalarian Slowking, which has the Shellder take complete control over the Slowpoke as it evolves.[208]"
MisdreavusMūma(ムウマ)(0200),"Misdreavus is aghostPokémon. Misdreavus is described as looking like a dismembered head.[175]It is bluish-purple, with pink tips in its wavy hair and a red necklace around its neck.[209]It is active at night, where It actively tries to scare people. Misdreavus is based on therokurokubi, more specifically thenukekubi, ayōkaidepicted as a floating decapitated head that scares people.[175][210]Misdreavus's name is combination of ""mischievous"", ""dream"" and ""reave"".[35]Its Japanese name is taken directly from the Japanese word for ""nightmare"", Mūma.[175]InPokémon DiamondandPearl, Misdreavus gained the ability to evolve intoMismagius.[211]Misdreavus also resembles the ancientParadox PokémonFlutter Mane.[212][213]"
UnownUnown(アンノーン)(0201),"Unown is a Pokémon species that resemble letters of theLatin alphabet. It has 28 different forms: 26 representing each letter, as well as one for aquestion markand one for anexclamation mark.[214]The Unown designs were created by Pokémon species designerKen Sugimori, coming to him in a ""sudden burst of inspiration"".[215]They were originally intended to resemble aliens, but their designs were changed to resemble the alphabet after various designers for the game noticed the similarities.[216]Unown's name originates from the word ""unknown"".[35]Groups of Unown are found in ruins and used as communication tool to reveal hidden messages in the games. It cannot learn any moves besides its signature move ""Hidden Power"". The species has a major role inPokémon 3: The Movie, in which they originate from a different dimension and are shown to have considerable power.[217]"
WobbuffetSōnansu(ソーナンス)(0202),"Wobbuffet is a Pokémon species based onpunching bags.[218][219]The body of Wobbuffet is primarily blue and blob-like;[129]with eyes always closed and typically depicted assaluting.[220]It also has a black tail with eyes on it, which it prefers to keep hidden.[129][221][222]If a Wobbuffet is female, it will have pink lips akin tolipstick.[222]Wobbuffet is not capable of learning any conventional offensive moves, instead reflecting opponent's moves back at them should an opponent strike first.[223]If two Wobbuffet encounter each other, they become competitive and try to outdo the other in endurance, even to the point of starvation.[222][224]Additionally, if two are the ones left in a battle, the battle would go on forever as neither of them are capable of dealing a finishing blow.[129]Wobbuffet act aggressive and violent should an opponent aim for its tail;[129][222]this has led to the creation of a fan theory, which theorizes that the blue body is a decoy and the tail is the true form of Wobbuffet,[221][225]or that both the body and tail are two separate Pokémon.[226]A pre-evolved form namedWynautwas introduced inPokémon RubyandSapphire.[222]Wobbuffet is a prominent Pokémon in the anime due to being a core member of the villainousTeam Rocket,[227][228]with team member Jessie owning one.[222]This Wobbuffet plays a comedic role to the team, often breaking out of its Pokéball and yelling its name.[129][220]Wobbuffet was designed by Hironobu Yoshida.[229]Alongside punching bags, Wobbuffet is likely also based onokiagari-koboshidolls.[227]Additionally, it may also be based on Japanese comedianHayashiya Sanpei I, with the Pokémon's Japanese name being a homage to Hayashiya's catchphrase ""so nansu, okusan"" (translated as ""That's the way it is, ma'am"").[227][230][231]Wobbuffet's name is a combination of the words ""wobble"" and ""buffet"".[35]"
GirafarigKirinriki(キリンリキ)(0203),"Girafarig is agiraffe-like Pokémon. Girafarig has two heads; a giraffe-like head on its front half, which controls the actions of the body, and a small fanged head on its tail which bites at anything that gets too close to it.[232]Alongside giraffes, Girafarig may be based on theokapi.[51]Girafarig's name derives from the word ""giraffe"",[35]however, the name in both English and Japanese ispalindromic, meaning it can be read the same backwards and forwards.[217]This was originally reflected in an early design of Girafarig, where instead of the tail head, the back half mirrored the front half.[27]Additionally, a scrapped pre-evolution was discovered in the Spaceworld demo, consisting of aconjoinedpair of ghosts.[13]Pokémon ScarletandVioletintroduced an evolution to Girafarig calledFarigiraf.[233]"
PinecoKunugidama(クヌギダマ)(0204),"Pineco and Forretress are Pokémon based onbagworm mothlarvae.[234]Pineco typically hangs from tree branches and gathertree barkin order to mimic the appearance ofpinecones.[71]Pineco's name derives from the word ""pinecone"".[35]When Pineco evolves into Forretress, the Pokémon develops a large spherical appearance,spinesand external plates similar to an exoskeleton.[234]Living in forests, Forretress can be found attached to tree trunks.[71]Forretress's name is a combination of the words ""fortress"" and ""turret"".[35]"
ForretressForetosu(フォレトス)(0205),—
