Pokédex Number,Pokémon Name,Types,Image URL,Abilities,Moves,Description
415.0,Combee,"['Bug', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/combee.jpg,"['honey-gather', 'hustle']","['gust', 'string-shot', 'swift', 'snore', 'mud-slap', 'sleep-talk', 'sweet-scent', 'endeavor', 'air-cutter', 'tailwind', 'bug-buzz', 'bug-bite', 'ominous-wind', 'struggle-bug', 'lunge', 'skitter-smack', 'dual-wingbeat', 'tera-blast']","When attacked, they form a wall with their shield-esque faces to protect themselves and others."
416.0,Vespiquen,"['Bug', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/vespiquen.jpg,"['pressure', 'unnerve']","['cut', 'gust', 'take-down', 'poison-sting', 'pin-missile', 'hyper-beam', 'string-shot', 'toxic', 'agility', 'screech', 'double-team', 'recover', 'confuse-ray', 'swift', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'reversal', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'spikes', 'destiny-bond', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'beat-up', 'uproar', 'facade', 'taunt', 'helping-hand', 'revenge', 'endeavor', 'secret-power', 'aromatherapy', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'assurance', 'fling', 'toxic-spikes', 'air-slash', 'x-scissor', 'bug-buzz', 'power-gem', 'giga-impact', 'defog', 'cross-poison', 'captivate', 'bug-bite', 'attack-order', 'defend-order', 'heal-order', 'ominous-wind', 'hone-claws', 'venoshock', 'round', 'hex', 'quash', 'acrobatics', 'struggle-bug', 'hurricane', 'fell-stinger', 'confide', 'aromatic-mist', 'infestation', 'laser-focus', 'pollen-puff', 'lunge', 'skitter-smack', 'dual-wingbeat', 'tera-blast', 'pounce', 'psychic-noise']","It makes cloaks out of nearby materials, glued together with its silk. If the cloak is broken, it rushes to create another. Male Burmy evolve into Mothim, while female Burmy evolve into Womadam.It produces a ""Plant Cloak"" from sticks and leaves;"
417.0,Pachirisu,['Electric'],https://img.pokemondb.net/sprites/home/normal/2x/pachirisu.jpg,"['run-away', 'pickup', 'volt-absorb']","['thunder-punch', 'cut', 'headbutt', 'take-down', 'tail-whip', 'bite', 'growl', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'light-screen', 'bide', 'swift', 'flash', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'flatter', 'facade', 'follow-me', 'charge', 'helping-hand', 'endeavor', 'secret-power', 'fake-tears', 'aerial-ace', 'mud-shot', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'giga-impact', 'thunder-fang', 'discharge', 'gunk-shot', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'bestow', 'volt-switch', 'electroweb', 'wild-charge', 'ion-deluge', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'baby-doll-eyes', 'nuzzle', 'laser-focus', 'tera-blast', 'trailblaze', 'alluring-voice']","a ""Sandy Cloak"" from sand, mud, and rocks;"
418.0,Buizel,['Water'],https://img.pokemondb.net/sprites/home/normal/2x/buizel.jpg,"['swift-swim', 'water-veil']","['double-slap', 'ice-punch', 'razor-wind', 'headbutt', 'tackle', 'take-down', 'tail-whip', 'bite', 'growl', 'roar', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'waterfall', 'swift', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'odor-sleuth', 'rock-tomb', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'me-first', 'aqua-ring', 'aqua-tail', 'switcheroo', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'low-sweep', 'round', 'echoed-voice', 'scald', 'tail-slap', 'confide', 'power-up-punch', 'liquidation', 'flip-turn', 'wave-crash', 'tera-blast', 'ice-spinner', 'chilling-water']","and a ""Trash Cloak"" from urban trash."
419.0,Floatzel,['Water'],https://img.pokemondb.net/sprites/home/normal/2x/floatzel.jpg,"['swift-swim', 'water-veil']","['ice-punch', 'razor-wind', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'metronome', 'waterfall', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'rock-tomb', 'muddy-water', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'payback', 'fling', 'aqua-tail', 'focus-blast', 'giga-impact', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'low-sweep', 'round', 'echoed-voice', 'scald', 'snarl', 'confide', 'power-up-punch', 'liquidation', 'flip-turn', 'wave-crash', 'tera-blast', 'ice-spinner', 'chilling-water']","Its cloak has become a part of its body which it never sheds, and gives it a second type.The Plant Cloak has grown flowers."
420.0,Cherubi,['Grass'],https://img.pokemondb.net/sprites/home/normal/2x/cherubi.jpg,['chlorophyll'],"['swords-dance', 'tackle', 'take-down', 'double-edge', 'absorb', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'defense-curl', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'weather-ball', 'aromatherapy', 'grass-whistle', 'tickle', 'bullet-seed', 'magical-leaf', 'healing-wish', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'captivate', 'grass-knot', 'round', 'heal-pulse', 'petal-blizzard', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'confide', 'dazzling-gleam', 'leafage', 'pollen-puff', 'grassy-glide']","The Sandy Cloak is harder than usual, and can protect it from a Starly's attacks."
421.0,Cherrim,['Grass'],https://img.pokemondb.net/sprites/home/normal/2x/cherrim.jpg,['flower-gift'],"['swords-dance', 'tackle', 'take-down', 'double-edge', 'hyper-beam', 'absorb', 'leech-seed', 'growth', 'solar-beam', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'weather-ball', 'bullet-seed', 'magical-leaf', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'captivate', 'grass-knot', 'round', 'petal-blizzard', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'solar-blade', 'leafage', 'laser-focus', 'pollen-puff', 'grassy-glide']",The Trash Cloak provides protection and camouflage in more populated areas.
422.0,Shellos,['Water'],https://img.pokemondb.net/sprites/home/normal/2x/shellos.jpg,"['sticky-hold', 'storm-drain', 'sand-force']","['headbutt', 'tackle', 'body-slam', 'take-down', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'counter', 'string-shot', 'fissure', 'toxic', 'double-team', 'recover', 'harden', 'sludge', 'waterfall', 'amnesia', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'mirror-coat', 'ancient-power', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'memento', 'facade', 'helping-hand', 'yawn', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'muddy-water', 'mud-shot', 'water-pulse', 'brine', 'natural-gift', 'trump-card', 'earth-power', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'round', 'clear-smog', 'scald', 'bulldoze', 'confide', 'infestation', 'liquidation', 'skitter-smack', 'tera-blast', 'snowscape', 'chilling-water']","A nomadic species, it is constantly looking for honey and nectar to consume. It tends to steal honey from Combee hives."
423.0,Gastrodon,"['Water', 'Ground']",https://img.pokemondb.net/sprites/home/normal/2x/gastrodon.jpg,"['sticky-hold', 'storm-drain', 'sand-force']","['headbutt', 'tackle', 'body-slam', 'take-down', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'string-shot', 'earthquake', 'dig', 'toxic', 'double-team', 'recover', 'harden', 'waterfall', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'memento', 'facade', 'helping-hand', 'secret-power', 'dive', 'mud-sport', 'weather-ball', 'rock-tomb', 'sand-tomb', 'muddy-water', 'block', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'earth-power', 'giga-impact', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'sludge-wave', 'round', 'scald', 'bulldoze', 'confide', 'infestation', 'stomping-tantrum', 'liquidation', 'skitter-smack', 'tera-blast', 'snowscape', 'chilling-water']","It has three heads, each with its own mind. Swarms of around 100 Combee form walls similar to beehives. They are constantly gathering honey to please their Vespiquen."
424.0,Ambipom,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/ambipom.jpg,"['technician', 'pickup', 'skill-link']","['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'slam', 'sand-attack', 'headbutt', 'take-down', 'double-edge', 'tail-whip', 'hyper-beam', 'low-kick', 'counter', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'screech', 'double-team', 'metronome', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'beat-up', 'fake-out', 'uproar', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'secret-power', 'astonish', 'tickle', 'aerial-ace', 'bounce', 'mud-shot', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'switcheroo', 'giga-impact', 'nasty-plot', 'shadow-claw', 'mud-bomb', 'gunk-shot', 'captivate', 'grass-knot', 'double-hit', 'hone-claws', 'smack-down', 'low-sweep', 'foul-play', 'round', 'quick-guard', 'acrobatics', 'retaliate', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'triple-axel', 'tera-blast', 'trailblaze', 'chilling-water', 'upper-hand']",Only female Combee can evolve into Vespiquen. It houses growing Combee in its abdomen. It uses pheromones to issue commands to its hive.
425.0,Drifloon,"['Ghost', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/drifloon.jpg,"['aftermath', 'unburden', 'flare-boost']","['cut', 'gust', 'fly', 'bind', 'body-slam', 'disable', 'psybeam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'minimize', 'haze', 'focus-energy', 'self-destruct', 'swift', 'constrict', 'amnesia', 'dream-eater', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'destiny-bond', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'will-o-wisp', 'memento', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'weather-ball', 'air-cutter', 'silver-wind', 'extrasensory', 'aerial-ace', 'calm-mind', 'shock-wave', 'gyro-ball', 'natural-gift', 'tailwind', 'payback', 'embargo', 'sucker-punch', 'defog', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'round', 'clear-smog', 'stored-power', 'ally-switch', 'hex', 'acrobatics', 'phantom-force', 'confide', 'mystical-fire', 'brutal-swing', 'tera-blast', 'temper-flare']","It was used bySejun Parkto win the2014 Pokémon World Championships.[19]It grooms its tail regularly, and uses it as a pillow when sleeping. It uses its shed fur to make furballs, charges them with static electricity, and stores them and its hoarded food inside tree holes to deter unsuspecting thieves."
426.0,Drifblim,"['Ghost', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/drifblim.jpg,"['aftermath', 'unburden', 'flare-boost']","['cut', 'gust', 'fly', 'bind', 'body-slam', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'minimize', 'haze', 'focus-energy', 'self-destruct', 'swift', 'constrict', 'amnesia', 'dream-eater', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'destiny-bond', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'will-o-wisp', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'astonish', 'weather-ball', 'air-cutter', 'silver-wind', 'extrasensory', 'aerial-ace', 'calm-mind', 'shock-wave', 'gyro-ball', 'natural-gift', 'tailwind', 'payback', 'embargo', 'fling', 'sucker-punch', 'air-slash', 'giga-impact', 'defog', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'telekinesis', 'round', 'stored-power', 'ally-switch', 'hex', 'acrobatics', 'phantom-force', 'confide', 'mystical-fire', 'strength-sap', 'brutal-swing', 'tera-blast', 'temper-flare']","It has a sac on its neck that it inflates to float on water, or deflates to dive. It spins its tails like a propeller to swim faster and slice through seaweed that clings to its body."
427.0,Buneary,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/buneary.jpg,"['run-away', 'klutz', 'limber']","['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'jump-kick', 'headbutt', 'double-edge', 'ice-beam', 'low-kick', 'solar-beam', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'dizzy-punch', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'foresight', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'flatter', 'facade', 'focus-punch', 'helping-hand', 'magic-coat', 'endeavor', 'secret-power', 'teeter-dance', 'mud-sport', 'hyper-voice', 'fake-tears', 'cosmic-power', 'sky-uppercut', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'payback', 'assurance', 'fling', 'copycat', 'last-resort', 'drain-punch', 'switcheroo', 'captivate', 'grass-knot', 'charge-beam', 'double-hit', 'low-sweep', 'entrainment', 'after-you', 'round', 'circle-throw', 'retaliate', 'work-up', 'draining-kiss', 'play-rough', 'confide', 'baby-doll-eyes', 'power-up-punch', 'triple-axel']","Its sac evolved to more efficiently hunt prey, though it spends most of its time rescuing drowning people and helping fishermen carry their catch."
428.0,Lopunny,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/lopunny.jpg,"['cute-charm', 'klutz', 'limber']","['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'jump-kick', 'headbutt', 'double-edge', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'high-jump-kick', 'dizzy-punch', 'splash', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'mach-punch', 'mud-slap', 'foresight', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'mirror-coat', 'shadow-ball', 'rock-smash', 'uproar', 'flatter', 'facade', 'focus-punch', 'helping-hand', 'magic-coat', 'endeavor', 'secret-power', 'hyper-voice', 'fake-tears', 'cosmic-power', 'bounce', 'covet', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'last-resort', 'aura-sphere', 'drain-punch', 'focus-blast', 'giga-impact', 'captivate', 'grass-knot', 'charge-beam', 'double-hit', 'low-sweep', 'entrainment', 'after-you', 'round', 'acrobatics', 'retaliate', 'work-up', 'rototiller', 'draining-kiss', 'play-rough', 'confide', 'baby-doll-eyes', 'power-up-punch', 'laser-focus', 'brutal-swing', 'triple-axel']","It has a second, smaller head that stores nutrients required for evolution. Before evolving, it shrivels and falls off. Other Pokémon, such as Starly, may try to eat it."
429.0,Mismagius,['Ghost'],https://img.pokemondb.net/sprites/home/normal/2x/mismagius.jpg,['levitate'],"['headbutt', 'growl', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'confuse-ray', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'magic-coat', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'fake-tears', 'extrasensory', 'aerial-ace', 'magical-leaf', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'embargo', 'lucky-chant', 'sucker-punch', 'dark-pulse', 'power-gem', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-sneak', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'ominous-wind', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'hex', 'phantom-force', 'draining-kiss', 'confide', 'mystical-fire', 'dazzling-gleam', 'laser-focus', 'burning-jealousy', 'lash-out', 'poltergeist', 'tera-blast', 'snowscape', 'psychic-noise']","In its bud-like ""Overcast Form"", it normally stands still waiting for sunlight to absorb, and is protected by a hard, petal-like shell. In its ""Sunlight Form"", it blooms, becomes more active, and emits a sweet scent that may attract predators. Its petals close again when the sunlight wanes."
430.0,Honchkrow,"['Dark', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/honchkrow.jpg,"['insomnia', 'super-luck', 'moxie']","['gust', 'wing-attack', 'fly', 'take-down', 'double-edge', 'hyper-beam', 'peck', 'thunder-wave', 'toxic', 'psychic', 'night-shade', 'double-team', 'confuse-ray', 'haze', 'swift', 'dream-eater', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'helping-hand', 'superpower', 'endeavor', 'snatch', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'calm-mind', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'embargo', 'sucker-punch', 'dark-pulse', 'night-slash', 'air-slash', 'brave-bird', 'giga-impact', 'nasty-plot', 'defog', 'captivate', 'ominous-wind', 'foul-play', 'round', 'hex', 'incinerate', 'quash', 'acrobatics', 'retaliate', 'hurricane', 'snarl', 'confide', 'lash-out', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'comeuppance', 'psychic-noise']","Following an event ofallopatric speciation, Shellos and Gastrodon have been divided into two visually different forms based on their habitat, the temperature of their water, and their diet. East sea Shellos live in colder water, while west sea Shellos live in warmer water. Normally a friendly species, they ooze a sticky fluid, thought to be a form of sweat, when bothered. They can go on land for short periods of time, but have to go back to water to keep themselves hydrated."
431.0,Glameow,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/glameow.jpg,"['limber', 'own-tempo', 'keen-eye']","['scratch', 'cut', 'sand-attack', 'headbutt', 'tackle', 'double-edge', 'tail-whip', 'bite', 'growl', 'thunderbolt', 'thunder', 'dig', 'toxic', 'hypnosis', 'quick-attack', 'double-team', 'swift', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'flail', 'protect', 'feint-attack', 'mud-slap', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'torment', 'facade', 'taunt', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'wake-up-slap', 'natural-gift', 'u-turn', 'payback', 'assurance', 'last-resort', 'sucker-punch', 'night-slash', 'nasty-plot', 'shadow-claw', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'work-up', 'play-rough', 'confide']","A relative of theShellderline, it used to have a shell. Traces of it still remain in its genes. It can excrete different mucuses to soften blows, make its flesh bitter to deter predators, and melt prey. East and west sea Gastrodon may fight each other if they meet."
432.0,Purugly,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/purugly.jpg,"['thick-fat', 'own-tempo', 'defiant']","['scratch', 'cut', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'growl', 'roar', 'hyper-beam', 'thunderbolt', 'thunder', 'dig', 'toxic', 'hypnosis', 'double-team', 'swift', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'mud-slap', 'endure', 'charm', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'torment', 'facade', 'taunt', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'last-resort', 'sucker-punch', 'night-slash', 'giga-impact', 'nasty-plot', 'shadow-claw', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'bulldoze', 'work-up', 'play-rough', 'confide', 'throat-chop', 'stomping-tantrum']","It uses its tails to fight, climb around trees, grab food, and form rings with other Ambipom. Sometimes, humans are accepted into its rings. It fights withPassimianfor territory."
433.0,Chingling,['Psychic'],https://img.pokemondb.net/sprites/home/normal/2x/chingling.jpg,['levitate'],"['bind', 'tackle', 'wrap', 'double-edge', 'growl', 'disable', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'recover', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'yawn', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'cosmic-power', 'signal-beam', 'extrasensory', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'last-resort', 'energy-ball', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'ominous-wind', 'psyshock', 'telekinesis', 'entrainment', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'confide', 'dazzling-gleam', 'tera-blast', 'psychic-noise']","Wanting company, it tries to carry children away, though it can be shaken off, and struggles to carry heavier children. It is said that it may carry them to the afterlife, or eat their souls and add them to its body. Somevideo game journalistsregarded Drifloon's design as insipid and strange, while others considered it one of the weirdest or disturbing Pokémon ever.[24][25][26][27][28][29][30]There has also been some commentary on Drifloon's backstory and origins, with critics labelling it as ""horrifying,""[31]""odd piece of lore,""[32]""creepy,""[33]""one messed up pocket monster,""[34]and even ""the ultimate predator.""[35]Gizmododescribed Drifloon as the Ghost-type Pokémon that murders unsuspecting humans to drain their life force.[36]Gita Jackson ofKotakustated that ""in cultures all across the world, a common way for people to show their respects to children who have died is to release balloons, when it is said that children who tug on the hands of Drifloon, mistaking it for a balloon will mysteriously disappear.""[28]Steven Bogos ofThe Escapistlisted Drifloon as his favorite Pokémon, stating that ""Drifloon is a goddamn balloon. Some people would call it one of the worst Pokémon designs, but those people have obviously never kicked the crap out of the elite four with a balloon.""[37]Andrew Webster ofThe Vergeclaimed that Drifloon is the best Pokémon of all time, stating that ""Drifloon is a classic example of how deceptive appearances can be.""[38]"
